customer_id,first_name,last_name,email,country,account_type,account_created_at,customer_status
CUST000039,Randy,Powers,stephen10@example.com,IT,BUSINESS,2026-06-09 15:06:42,SUSPENDED
CUST000040,Wendy,Jones,williamanderson@example.com,GB,BUSINESS,2022-03-27 04:42:54,SUSPENDED
CUST000041,Natasha,Wood,samueldaniels@example.com,ES,SAVINGS,2026-02-23 19:56:24,ACTIVE
CUST000042,Alan,Montoya,sarah12@example.com,IT,BUSINESS,2022-08-19 02:14:54,CLOSED
CUST000043,Pamela,Newton,josephjacobs@example.net,CA,SAVINGS,2024-07-25 18:16:14,CLOSED
CUST000044,James,Walters,william40@example.org,GB,BUSINESS,2025-04-02 11:21:43,SUSPENDED
CUST000045,Maria,Williams,kellie42@example.net,BE,CHECKING,2025-05-29 04:54:24,ACTIVE
CUST000046,Andrea,Patterson,rodriguezsierra@example.net,CA,SAVINGS,2022-12-01 13:33:23,ACTIVE
CUST000047,Amy,Davenport,russellwilliams@example.com,AE,CHECKING,2021-12-27 10:02:26,ACTIVE
CUST000048,Rachel,Clark,elizabethgomez@example.net,ES,BUSINESS,2025-02-08 00:57:27,ACTIVE
CUST000049,Terri,Brady,michellecherry@example.org,AE,BUSINESS,2025-02-26 10:09:46,SUSPENDED
CUST000050,Angel,Doyle,kimberly63@example.com,AU,CHECKING,2023-01-02 01:54:53,SUSPENDED
CUST000051,Kristin,Rodriguez,garrisonjeffrey@example.com,GB,BUSINESS,2024-08-15 19:41:06,SUSPENDED
CUST000052,Kevin,Pope,jeffreykeller@example.com,CA,SAVINGS,2024-06-10 08:14:54,CLOSED
CUST000053,Joshua,Jones,michael86@example.net,IN,CHECKING,2026-03-18 10:24:22,ACTIVE
CUST000054,Mark,Johnson,gregory40@example.org,JP,BUSINESS,2025-05-06 14:41:08,ACTIVE
CUST000055,Michael,Hartman,gobrien@example.org,AE,BUSINESS,2024-12-04 05:30:58,ACTIVE
CUST000056,Rachel,Lee,fletcheraaron@example.net,DE,SAVINGS,2023-04-29 15:16:03,SUSPENDED
CUST000057,Michael,Jones,cindy14@example.net,ES,SAVINGS,2024-04-12 09:11:57,ACTIVE
CUST000058,Elizabeth,Nguyen,angela36@example.net,SG,BUSINESS,2024-11-15 10:23:03,ACTIVE
CUST000059,Erica,Orr,richard04@example.com,CA,CHECKING,2023-06-09 11:37:12,CLOSED
CUST000060,Russell,Carpenter,steven73@example.net,PK,CHECKING,2025-09-03 14:34:56,ACTIVE
CUST000061,Laura,Moyer,donnacampbell@example.net,IN,BUSINESS,2024-07-01 20:42:41,CLOSED
CUST000062,Clarence,Crane,emilywalker@example.org,AU,CHECKING,2022-11-26 06:46:16,ACTIVE
CUST000063,Andrew,Sanchez,xcarr@example.org,BE,CHECKING,2025-07-10 09:33:14,CLOSED
CUST000064,Robert,Soto,jennifercruz@example.com,AE,BUSINESS,2023-09-22 12:03:43,ACTIVE
CUST000065,Dylan,Watts,osbornejeffery@example.net,AU,SAVINGS,2026-01-20 16:59:33,SUSPENDED
CUST000066,Steven,Grant,bryantlaurie@example.net,FR,CHECKING,2026-03-02 15:19:36,ACTIVE
CUST000067,Vanessa,Larson,usalazar@example.net,PK,SAVINGS,2025-04-12 07:21:37,ACTIVE
CUST000068,Maria,Kelley,juliawells@example.com,FR,CHECKING,2023-10-02 14:47:39,CLOSED
CUST000069,Mary,Ramirez,rsims@example.com,DE,CHECKING,2022-04-23 04:50:27,SUSPENDED
CUST000070,Jennifer,Young,luis81@example.org,IN,CHECKING,2022-12-07 02:00:45,CLOSED
CUST000071,Jesse,Benson,calebrussell@example.net,AE,CHECKING,2025-08-12 01:05:51,ACTIVE
CUST000072,Robert,Clark,xprice@example.net,JP,SAVINGS,2021-10-25 03:40:16,CLOSED
CUST000073,Melissa,Cannon,wwoods@example.com,ES,SAVINGS,2024-12-19 02:46:31,CLOSED
CUST000074,Melissa,Ashley,vmedina@example.net,IN,BUSINESS,2023-07-11 15:49:12,SUSPENDED
CUST000075,Tracy,Nelson,vjohnson@example.net,IT,BUSINESS,2025-02-01 15:17:57,ACTIVE
CUST000076,Jennifer,Pittman,tinaferguson@example.com,SG,SAVINGS,2026-06-13 23:22:47,SUSPENDED
CUST000077,Elizabeth,Miller,dtaylor@example.org,JP,BUSINESS,2022-01-28 16:45:26,ACTIVE
CUST000078,Jorge,Murphy,wmurphy@example.com,US,BUSINESS,2024-01-06 23:34:49,SUSPENDED
CUST000079,Karen,Decker,mary70@example.net,DE,CHECKING,2026-03-28 09:15:47,ACTIVE
CUST000080,Brett,Crane,debraharrington@example.net,DE,SAVINGS,2021-12-28 13:07:39,ACTIVE
CUST000081,Karen,Herring,maryhowell@example.org,AU,BUSINESS,2022-09-21 14:58:53,ACTIVE
CUST000082,Thomas,Wilson,stevenscott@example.com,AU,CHECKING,2023-01-28 18:31:43,ACTIVE
CUST000083,Catherine,Stuart,stricklandfrank@example.com,DE,BUSINESS,2022-07-27 07:41:25,ACTIVE
CUST000084,Beth,Hickman,tsanders@example.org,IT,CHECKING,2022-04-18 13:58:16,ACTIVE
CUST000085,Brittany,Rivas,curtisbarton@example.net,IN,SAVINGS,2022-09-05 13:46:58,ACTIVE
CUST000086,Laura,Knight,reedross@example.com,CA,CHECKING,2022-03-27 17:03:00,ACTIVE
CUST000087,William,Peterson,gshort@example.com,JP,SAVINGS,2024-09-23 17:57:38,ACTIVE
CUST000088,Cynthia,Poole,ryangross@example.net,CA,CHECKING,2023-12-12 14:03:58,CLOSED
CUST000089,Christina,Gillespie,umarshall@example.net,AU,SAVINGS,2023-12-07 08:17:07,ACTIVE
CUST000090,Marcus,Sanchez,ramirezshannon@example.com,AE,SAVINGS,2026-06-30 22:19:57,SUSPENDED
CUST000091,Cheryl,Gray,snydermark@example.com,IT,CHECKING,2023-06-15 12:03:56,ACTIVE
CUST000092,Michael,Green,nicole48@example.org,JP,SAVINGS,2026-01-16 13:46:59,ACTIVE
CUST000093,Stacy,Miller,wfreeman@example.org,GB,SAVINGS,2025-09-12 15:20:18,SUSPENDED
CUST000094,Debbie,Henry,davisjeffrey@example.net,IN,BUSINESS,2023-09-20 09:24:40,ACTIVE
CUST000095,Kevin,Perkins,wtran@example.com,JP,BUSINESS,2026-05-01 11:12:08,ACTIVE
CUST000096,Mark,Warner,kristopher31@example.net,FR,SAVINGS,2023-04-15 19:23:20,ACTIVE
CUST000097,Leslie,Newton,jamesrodgers@example.com,AE,CHECKING,2026-02-10 11:01:25,ACTIVE
CUST000098,Candice,Hooper,kennethward@example.com,IT,CHECKING,2021-10-08 10:14:30,CLOSED
CUST000099,Jean,Martinez,mccannangela@example.net,US,CHECKING,2022-09-21 19:20:40,SUSPENDED
CUST000100,Dana,Mullins,salasaudrey@example.com,ES,SAVINGS,2025-09-20 18:46:54,SUSPENDED
CUST000101,Scott,Lopez,kingmichelle@example.org,IT,CHECKING,2022-03-16 11:37:22,SUSPENDED
CUST000102,Richard,Jones,hernandezlisa@example.com,AE,BUSINESS,2022-05-17 02:48:42,ACTIVE
CUST000103,Victoria,Wilson,yobrien@example.net,FR,BUSINESS,2023-07-27 15:42:56,CLOSED
CUST000104,Kimberly,James,levans@example.com,IN,CHECKING,2024-03-31 06:03:52,ACTIVE
CUST000105,Ashley,Brown,mezajared@example.org,PK,CHECKING,2023-11-25 16:42:31,ACTIVE
CUST000106,Donna,Moore,andreamoore@example.com,GB,SAVINGS,2025-06-25 03:15:14,SUSPENDED
CUST000107,Hannah,Harrison,halljasmine@example.net,IT,SAVINGS,2025-07-06 02:17:34,ACTIVE
CUST000108,Charles,Hall,kristin93@example.com,ES,SAVINGS,2022-08-17 01:36:16,ACTIVE
CUST000109,Amy,Holland,margaret10@example.org,GB,SAVINGS,2024-04-07 04:27:44,SUSPENDED
CUST000110,Brooke,Holloway,scott74@example.net,NL,SAVINGS,2025-01-27 00:28:25,CLOSED
CUST000111,Sherri,Mason,mkim@example.org,JP,BUSINESS,2025-04-28 17:39:19,SUSPENDED
CUST000112,Jessica,Munoz,davissuzanne@example.net,ES,CHECKING,2026-08-23 14:19:19,ACTIVE
CUST000113,Stephanie,Key,barbara27@example.net,IT,CHECKING,2025-05-30 10:16:38,CLOSED
CUST000114,Sabrina,White,fwalters@example.org,SG,BUSINESS,2025-08-24 17:46:43,ACTIVE
CUST000115,Michael,Cook,hodgemark@example.net,SG,SAVINGS,2025-11-11 20:06:41,ACTIVE
CUST000116,Keith,Landry,gibsonleonard@example.com,FR,BUSINESS,2022-08-20 15:00:15,SUSPENDED
CUST000117,Tara,Powell,sandovalamy@example.com,CA,BUSINESS,2022-02-09 21:00:46,ACTIVE
CUST000118,Jacob,Cox,wgarrett@example.org,FR,BUSINESS,2023-05-19 21:39:57,ACTIVE
CUST000119,Joseph,Anderson,samuel71@example.org,IN,CHECKING,2023-09-07 22:34:31,ACTIVE
CUST000120,Jennifer,Collins,tranchristopher@example.org,AU,CHECKING,2025-07-29 03:18:42,ACTIVE
CUST000121,Stacey,Holland,tyronemoran@example.net,GB,CHECKING,2023-12-22 23:18:04,CLOSED
CUST000122,Robert,Olson,jsanchez@example.org,IT,BUSINESS,2024-11-29 05:30:35,CLOSED
CUST000123,James,Greene,michellehill@example.com,FR,BUSINESS,2024-07-16 10:11:52,ACTIVE
CUST000124,Sarah,Romero,campbellkenneth@example.net,GB,BUSINESS,2026-08-01 05:29:04,CLOSED
CUST000125,Yolanda,Burns,seanwashington@example.com,AU,BUSINESS,2026-05-06 05:12:31,ACTIVE
CUST000126,Kathryn,Bennett,molly39@example.com,PK,SAVINGS,2023-08-21 02:56:28,ACTIVE
CUST000127,Melissa,Jenkins,julie66@example.net,JP,BUSINESS,2022-12-11 01:03:28,ACTIVE
CUST000128,Tyler,Johnson,molly71@example.net,IT,SAVINGS,2025-07-15 02:17:25,SUSPENDED
CUST000129,Alexis,Thomas,charlesharrington@example.com,ES,BUSINESS,2024-07-12 08:13:07,ACTIVE
CUST000130,Cindy,Sanders,christianmelissa@example.net,US,SAVINGS,2024-11-18 02:49:03,ACTIVE
CUST000131,Stephanie,Sims,cbrennan@example.net,FR,SAVINGS,2022-03-26 01:05:02,CLOSED
CUST000132,Jimmy,Cohen,wendy16@example.org,AU,CHECKING,2022-07-03 17:37:34,ACTIVE
CUST000133,Scott,Benson,williamslaura@example.com,CA,CHECKING,2024-09-12 04:13:39,CLOSED
CUST000134,Nicholas,Thomas,yknight@example.org,NL,CHECKING,2023-02-04 14:09:46,ACTIVE
CUST000135,Gregory,Lynch,pharvey@example.com,PK,CHECKING,2026-08-11 06:36:39,ACTIVE
CUST000136,Douglas,Murray,steve07@example.com,BE,SAVINGS,2026-04-19 16:34:29,ACTIVE
CUST000137,Eric,Alexander,vanessa46@example.net,US,BUSINESS,2023-10-11 11:56:19,ACTIVE
CUST000138,Stephen,Turner,gcastaneda@example.org,AU,BUSINESS,2024-11-22 07:50:46,CLOSED
CUST000139,Ashley,Andrews,andrew64@example.org,FR,BUSINESS,2026-06-18 17:59:21,CLOSED
CUST000140,Michelle,Osborne,lozanojulie@example.com,NL,BUSINESS,2023-08-10 10:08:03,ACTIVE
CUST000141,Catherine,Gomez,christinebyrd@example.net,PK,CHECKING,2022-10-24 10:15:44,ACTIVE
CUST000142,Courtney,Berger,parkerscott@example.net,DE,CHECKING,2024-10-02 01:17:19,CLOSED
CUST000143,Jessica,Davis,mark62@example.org,ES,SAVINGS,2022-10-10 01:48:43,ACTIVE
CUST000144,Kristin,Walter,alyssa42@example.com,AU,CHECKING,2025-09-30 12:26:29,ACTIVE
CUST000145,Tammy,Phillips,linda71@example.org,IT,BUSINESS,2023-07-27 10:18:50,ACTIVE
CUST000146,Michelle,Ramsey,zcoffey@example.net,CA,SAVINGS,2024-10-04 21:25:41,ACTIVE
CUST000147,Christopher,Foster,amanda75@example.net,PK,CHECKING,2023-11-17 23:26:05,ACTIVE
CUST000148,Brenda,Carson,daniel37@example.org,JP,SAVINGS,2026-06-04 16:49:54,ACTIVE
CUST000149,Mark,Bishop,reidsteven@example.net,FR,CHECKING,2024-03-21 08:11:44,ACTIVE
CUST000150,Debra,Wilson,shahkevin@example.com,AE,CHECKING,2022-08-21 05:50:02,ACTIVE
CUST000151,Colton,Clay,paulwatson@example.net,ES,BUSINESS,2026-03-30 18:56:06,SUSPENDED
CUST000152,Robert,Newton,nicolepena@example.com,CA,BUSINESS,2025-02-13 10:35:21,SUSPENDED
CUST000153,Sheila,Ramirez,jeff73@example.com,CA,CHECKING,2022-06-30 03:40:51,ACTIVE
CUST000154,Tina,Richardson,bruce43@example.org,DE,BUSINESS,2025-07-08 05:26:53,ACTIVE
CUST000155,Christopher,Lewis,williamsmatthew@example.org,CA,CHECKING,2026-06-14 13:14:54,ACTIVE
CUST000156,Jamie,Gallegos,brendali@example.org,AU,BUSINESS,2024-06-11 06:26:20,ACTIVE
CUST000157,Kim,Kramer,ramireztracey@example.org,GB,CHECKING,2026-03-30 20:38:51,ACTIVE
CUST000158,John,Thompson,andersonmichael@example.org,NL,SAVINGS,2024-05-27 09:24:49,ACTIVE
CUST000159,Alfred,Baker,judyfox@example.net,PK,SAVINGS,2022-03-10 22:29:38,ACTIVE
CUST000160,Thomas,Strickland,hayesjeffrey@example.net,JP,CHECKING,2022-01-07 04:47:40,ACTIVE
CUST000161,Jessica,Kerr,stephen00@example.com,BE,BUSINESS,2025-01-24 06:00:59,SUSPENDED
CUST000162,Ronald,Rodriguez,fjones@example.com,AU,BUSINESS,2022-11-29 07:50:07,ACTIVE
CUST000163,Cameron,Hill,oscar98@example.com,PK,CHECKING,2025-07-05 02:44:13,ACTIVE
CUST000164,William,Jordan,farrelldebra@example.net,AE,CHECKING,2023-06-24 12:32:42,SUSPENDED
CUST000165,Russell,Beasley,dmorgan@example.com,FR,CHECKING,2025-03-09 21:41:59,ACTIVE
CUST000166,Jessica,Edwards,elizabeth52@example.net,AE,SAVINGS,2025-09-06 23:14:25,ACTIVE
CUST000167,Carlos,Decker,reynoldsjulie@example.com,NL,CHECKING,2022-10-03 17:22:29,ACTIVE
CUST000168,Angela,Willis,elizabeth65@example.net,GB,CHECKING,2025-03-31 11:43:15,SUSPENDED
CUST000169,Miranda,Griffith,caroline51@example.net,IT,CHECKING,2025-12-18 22:41:07,SUSPENDED
CUST000170,Jason,Douglas,melaniebell@example.net,BE,SAVINGS,2024-10-10 10:36:06,ACTIVE
CUST000171,Danny,Ramirez,lindsaybruce@example.net,IT,CHECKING,2026-05-21 04:47:19,ACTIVE
CUST000172,Anthony,Hickman,anthony44@example.com,GB,SAVINGS,2024-08-20 01:28:01,ACTIVE
CUST000173,Adam,Kane,vjones@example.net,IN,CHECKING,2021-11-28 17:13:20,ACTIVE
CUST000174,Christopher,Moreno,vbarnes@example.org,BE,BUSINESS,2024-10-18 04:25:18,CLOSED
CUST000175,Larry,Nguyen,wareeric@example.net,GB,BUSINESS,2022-01-27 01:49:24,CLOSED
CUST000176,Emily,Nelson,ctucker@example.com,BE,CHECKING,2023-12-22 04:03:34,ACTIVE
CUST000177,Jason,Hunt,russell49@example.com,PK,SAVINGS,2026-02-17 14:19:05,ACTIVE
CUST000178,Elizabeth,Williams,djoyce@example.org,AU,SAVINGS,2023-05-22 14:09:23,ACTIVE
CUST000179,Kevin,Clark,kathrynroberts@example.org,DE,BUSINESS,2021-09-18 11:38:48,SUSPENDED
CUST000180,Tyler,Jordan,omarpadilla@example.net,BE,BUSINESS,2026-05-27 08:42:42,ACTIVE
CUST000181,Martha,Drake,sandersjudy@example.com,GB,BUSINESS,2021-10-22 16:44:01,CLOSED
CUST000182,Steve,Miller,barbara96@example.net,DE,SAVINGS,2025-03-15 04:46:56,CLOSED
CUST000183,Keith,Sullivan,george97@example.net,IT,SAVINGS,2024-09-22 16:57:20,ACTIVE
CUST000184,Christopher,Richard,ryanmorales@example.org,SG,SAVINGS,2025-01-06 01:46:00,ACTIVE
CUST000185,Monica,Reese,masonjackson@example.net,CA,BUSINESS,2022-08-14 17:42:21,ACTIVE
CUST000186,Alyssa,Lee,michael23@example.org,BE,SAVINGS,2022-11-23 10:56:09,ACTIVE
CUST000187,Jonathan,Thompson,kathleenrios@example.org,JP,SAVINGS,2025-11-07 15:17:57,CLOSED
CUST000188,Steven,Elliott,kmaldonado@example.net,BE,BUSINESS,2024-05-25 15:24:58,ACTIVE
CUST000189,Michelle,Burton,scottharrison@example.net,SG,SAVINGS,2024-03-23 07:11:29,CLOSED
CUST000190,Laura,Vargas,william47@example.com,NL,BUSINESS,2021-12-20 07:27:47,SUSPENDED
CUST000191,Brian,Decker,newmantiffany@example.org,BE,SAVINGS,2025-12-17 20:58:49,ACTIVE
CUST000192,Patrick,Carpenter,colelisa@example.net,CA,CHECKING,2023-04-02 07:24:55,ACTIVE
CUST000193,Marc,Alvarez,susanhayes@example.com,GB,BUSINESS,2022-05-14 11:17:56,SUSPENDED
CUST000194,William,Thompson,jasmineritter@example.net,JP,BUSINESS,2026-02-04 14:10:54,ACTIVE
CUST000195,Chelsea,Cox,paul59@example.org,AU,BUSINESS,2024-06-30 04:31:38,ACTIVE
CUST000196,Cameron,Davis,umitchell@example.net,GB,BUSINESS,2022-12-05 15:54:40,ACTIVE
CUST000197,Mathew,Aguilar,sabrinacollins@example.net,NL,SAVINGS,2024-12-25 05:46:08,ACTIVE
CUST000198,David,Fletcher,collinsnicholas@example.com,GB,BUSINESS,2022-09-26 12:15:24,CLOSED
CUST000199,Elizabeth,Calderon,lucasrodney@example.com,JP,SAVINGS,2021-10-21 02:37:51,SUSPENDED
CUST000200,Michael,White,matthewmiranda@example.org,US,SAVINGS,2023-07-30 07:32:13,ACTIVE
CUST000201,Zoe,Moore,megan18@example.net,CA,SAVINGS,2026-02-16 08:18:27,ACTIVE
CUST000202,Benjamin,Rogers,carlamoore@example.org,JP,CHECKING,2023-01-21 18:45:29,ACTIVE
CUST000203,Jennifer,Williams,erica37@example.net,CA,BUSINESS,2024-01-27 17:01:46,CLOSED
CUST000204,Karen,Bowers,amandacollins@example.com,BE,CHECKING,2023-04-20 06:09:29,ACTIVE
CUST000205,Micheal,Valentine,smurray@example.com,JP,SAVINGS,2025-12-04 22:42:15,ACTIVE
CUST000206,Allison,Burch,laurietaylor@example.com,AE,CHECKING,2022-02-03 14:04:16,ACTIVE
CUST000207,Danielle,Sawyer,dawsonzachary@example.org,FR,CHECKING,2024-01-28 03:06:09,ACTIVE
CUST000208,Christopher,Martin,jwhitehead@example.com,US,BUSINESS,2022-06-06 09:55:21,ACTIVE
CUST000209,Stacey,Walker,bwilkerson@example.com,US,SAVINGS,2022-02-06 22:23:05,CLOSED
CUST000210,Randy,Brooks,xvang@example.org,IT,BUSINESS,2021-11-21 01:04:44,SUSPENDED
CUST000211,Lucas,Garcia,lacey20@example.com,US,SAVINGS,2025-09-01 08:03:22,ACTIVE
CUST000212,Heather,Taylor,awest@example.org,ES,BUSINESS,2021-10-23 12:17:45,ACTIVE
CUST000213,Jonathan,Conley,srodriguez@example.org,PK,CHECKING,2024-03-18 02:43:27,SUSPENDED
CUST000214,David,Allen,fbrown@example.net,IT,CHECKING,2026-03-17 22:19:51,CLOSED
CUST000215,Allen,Robertson,jennifercarter@example.org,US,CHECKING,2024-08-25 15:08:02,CLOSED
CUST000216,John,Butler,millsmichael@example.net,IT,CHECKING,2026-04-11 20:57:17,SUSPENDED
CUST000217,William,Mcneil,myerstheodore@example.net,ES,SAVINGS,2024-12-09 11:13:30,CLOSED
CUST000218,Tina,King,kellycarlos@example.org,CA,BUSINESS,2022-07-13 13:00:05,ACTIVE
CUST000219,Kelsey,Moss,dennis58@example.com,AE,SAVINGS,2023-02-20 10:51:16,CLOSED
CUST000220,Maria,Cohen,zwelch@example.org,IN,BUSINESS,2022-03-09 12:22:49,CLOSED
CUST000221,Jennifer,Acevedo,carterbradley@example.org,GB,BUSINESS,2022-01-02 15:59:48,SUSPENDED
CUST000222,Leslie,Collins,ihays@example.com,PK,CHECKING,2023-10-21 11:42:24,SUSPENDED
CUST000223,Benjamin,Lucas,michael05@example.com,US,SAVINGS,2022-09-16 04:47:32,ACTIVE
CUST000224,Lauren,Kim,ypaul@example.com,IN,BUSINESS,2023-03-28 21:21:52,ACTIVE
CUST000225,Tyler,Jimenez,laurie61@example.com,AE,BUSINESS,2023-03-09 03:04:26,SUSPENDED
CUST000226,Amy,Morris,murphykenneth@example.com,JP,CHECKING,2025-04-10 08:46:50,ACTIVE
CUST000227,Garrett,Wallace,wwilliams@example.net,US,CHECKING,2025-05-07 18:46:40,ACTIVE
CUST000228,Joshua,Whitney,jonesdana@example.com,IT,SAVINGS,2026-01-05 13:43:47,ACTIVE
CUST000229,Laurie,Shelton,thomascathy@example.com,BE,BUSINESS,2021-12-11 14:03:45,ACTIVE
CUST000230,David,Young,michael90@example.net,ES,CHECKING,2022-12-15 04:26:31,ACTIVE
CUST000231,Erika,Rush,scott19@example.org,GB,BUSINESS,2026-02-25 10:39:13,ACTIVE
CUST000232,Michael,Edwards,john10@example.net,SG,CHECKING,2023-03-26 12:00:40,ACTIVE
CUST000233,Victor,Hughes,greenjorge@example.com,GB,SAVINGS,2023-06-23 02:47:36,ACTIVE
CUST000234,Wendy,Mitchell,igonzalez@example.org,CA,SAVINGS,2025-06-29 22:00:33,SUSPENDED
CUST000235,Gerald,Reeves,cochrantammy@example.com,FR,CHECKING,2024-08-08 21:10:14,SUSPENDED
CUST000236,Jenna,Pierce,patricia22@example.com,GB,BUSINESS,2025-12-23 02:50:28,ACTIVE
CUST000237,Jeffrey,Galloway,joelsnyder@example.com,IN,BUSINESS,2026-05-12 18:05:45,SUSPENDED
CUST000238,Ashley,Mcdonald,cherylmiller@example.com,US,CHECKING,2025-01-13 12:13:22,ACTIVE
CUST000239,Yvonne,Higgins,khammond@example.org,NL,SAVINGS,2022-09-18 20:18:19,SUSPENDED
CUST000240,Teresa,Day,howens@example.com,CA,BUSINESS,2022-09-28 04:35:07,CLOSED
CUST000241,Natalie,Deleon,katrinaanderson@example.net,AE,BUSINESS,2022-02-13 15:08:41,ACTIVE
CUST000242,Marie,Holmes,fred53@example.com,US,CHECKING,2026-01-23 15:05:12,ACTIVE
CUST000243,Patty,Singleton,james84@example.org,GB,SAVINGS,2024-03-23 07:30:08,ACTIVE
CUST000244,Christina,Davis,brittanycarpenter@example.org,GB,SAVINGS,2024-07-09 10:00:15,SUSPENDED
CUST000245,Megan,Elliott,millerstacy@example.net,SG,CHECKING,2023-11-25 17:26:16,SUSPENDED
CUST000246,Debra,Wang,bmontgomery@example.com,PK,CHECKING,2026-04-16 12:28:08,CLOSED
CUST000247,Keith,Frye,zsanchez@example.net,CA,CHECKING,2025-02-07 03:43:00,SUSPENDED
CUST000248,Kenneth,Jones,moorerobert@example.com,AU,BUSINESS,2023-05-21 08:19:18,ACTIVE
CUST000249,Matthew,Thomas,jessica56@example.org,DE,BUSINESS,2024-10-19 16:44:34,SUSPENDED
CUST000250,Zachary,Rodriguez,stevenadams@example.org,ES,SAVINGS,2022-11-06 03:51:41,ACTIVE
CUST000251,Colin,Roberts,alin@example.org,FR,SAVINGS,2023-01-03 15:19:59,SUSPENDED
CUST000252,Lisa,Peck,james27@example.net,BE,CHECKING,2025-08-14 19:31:17,SUSPENDED
CUST000253,Victor,Parker,davisphillip@example.com,BE,SAVINGS,2023-09-12 09:17:31,SUSPENDED
CUST000254,Jason,Gomez,campbellcarla@example.net,NL,SAVINGS,2025-08-26 12:45:44,ACTIVE
CUST000255,Justin,Smith,jordannicole@example.net,IN,CHECKING,2024-10-04 21:37:15,SUSPENDED
